Ndex,Menu Sprite,English,Traditional,Simplified,Pinyin,Yale
689,,Barbaracle,龜足巨鎧,龟足巨铠,Guīzújùkǎi,Gwāijūkgeuihhói
690,,Skrelp,垃垃藻,垃垃藻,Lèlèzǎo;,
"Lālāzǎo""",Laahplaahpjóu,,,,,
691,,Dragalge,毒藻龍,毒藻龙,Dúzǎolóng,Duhkjóulùhng
692,,Clauncher,鐵臂槍蝦,铁臂枪虾,Tiěbìqiāngxiā,Titbeichēunghàh
693,,Clawitzer,鋼炮臂蝦,钢炮臂虾,Gāngpàobìxiā,Gōngpaaubeihàh
694,,Helioptile,傘電蜥,伞电蜥,Sǎndiànxī,Saandihnsīk
695,,Heliolisk,光電傘蜥,光电伞蜥,Guāngdiànsǎnxī,Gwōngdihnsaansīk
696,,Tyrunt,寶寶暴龍,宝宝暴龙,Bǎobaobàolóng,Bóubóubouhlùhng
697,,Tyrantrum,怪顎龍,怪颚龙,Guài'èlóng,Gwaaingohklùhng
698,,Amaura,冰雪龍,冰雪龙,Bīngxuělóng,Bīngsyutlùhng
699,,Aurorus,冰雪巨龍,冰雪巨龙,Bīngxuějùlóng,Bīngsyutgeuihlùhng
700,,Sylveon,仙子伊布,仙子伊布,Xiānzǐyībù,Sīnjíyìhbou
701,,Hawlucha,摔角鷹人,摔角鹰人,Shuāijiǎoyīngrén,Sēutgokyīngyàhn
702,,Dedenne,咚咚鼠,咚咚鼠,Dōngdōngshǔ,Dūngdūngsyú
703,,Carbink,小碎鑽,小碎钻,Xiǎosuìzuàn,Síuseuijyūn
704,,Goomy,黏黏寶,黏黏宝,Niánniánbǎo,Nìhmnìhmbóu
705,,Sliggoo,黏美兒,黏美儿,Niánměi'er,Nìhmméihyìh
706,,Goodra,黏美龍,黏美龙,Niánměilóng,Nìhmméihlùhng
707,,Klefki,鑰圈兒,钥圈儿,Yàoquān'ér,Yeuhkhyūnyìh
708,,Phantump,小木靈,小木灵,Xiǎomùlíng,Síumuhklìhng
709,,Trevenant,朽木妖,朽木妖,Xiǔmùyāo,Náumuhkyíu
710,,Pumpkaboo,南瓜精,南瓜精,Nánguājīng,Nàahmgwājīng
711,,Gourgeist,南瓜怪人,南瓜怪人,Nánguāguàirén,Nàahmgwāgwaaiyàhn
712,,Bergmite,冰寶,冰宝,Bīngbǎo,Bīngbóu
713,,Avalugg,冰岩怪,冰岩怪,Bīngyánguài,Bīngngàahmgwaai
714,,Noibat,嗡蝠,嗡蝠,Wēngfú,Yūngfūk
715,,Noivern,音波龍,音波龙,Yīnbōlóng,Yāmbōlùhng
716,,Xerneas,哲爾尼亞斯,哲尔尼亚斯,Zhé'ěrníyǎsī;,
"Zhé'ěrníyàsī""",Jityíhnèih'asī,,,,,
717,,Yveltal,伊裴爾塔爾,伊裴尔塔尔,Yīpéi'ěrtǎ'ěr,Yīpùihyíhtaapyíh
718,,Zygarde,基格爾德,基格尔德,Jīgé'ěrdé,Gēigaakyíhdāk
719,,Diancie,蒂安希,蒂安希,Dì'ānxī,Dai'ōnhēi
720,,Hoopa,胡帕,胡帕,Húpà,Wùhpaak
721,,Volcanion,波爾凱尼恩,波尔凯尼恩,Bō'ěrkǎiní'ēn,Bōyíhhóinèihyān
722,,Rowlet,木木梟,木木枭,Mùmùxiāo,Muhkmuhkhīu
723,,Dartrix,投羽梟,投羽枭,Tóuyǔxiāo,Tàuhyúhhīu
724,,Decidueye,狙射樹梟,狙射树枭,Jūshèshùxiāo,Jēuisehsyuhhīu
725,,Litten,火斑喵,火斑喵,Huǒbānmiāo,Fóbāanmēu
726,,Torracat,炎熱喵,炎热喵,Yánrèmiāo,Yìhmyihtmēu
727,,Incineroar,熾焰咆哮虎,炽焰咆哮虎,Chìyànpáoxiāohǔ,Chiyihmpàauhhāaufú
728,,Popplio,球球海獅,球球海狮,Qiúqiúhǎishī,Kàuhkàuhhóisī
729,,Brionne,花漾海獅,花漾海狮,Huāyànghǎishī,Fāyeuhnghóisī
730,,Primarina,西獅海壬,西狮海壬,Xīshīhǎirén,Sāisīhóiyàhm
731,,Pikipek,小篤兒,小笃儿,Xiǎodǔ'ér,Síudūk'yìh
732,,Trumbeak,喇叭啄鳥,喇叭啄鸟,Lǎbāzhuóniǎo,Lābādeukníuh
733,,Toucannon,銃嘴大鳥,铳嘴大鸟,Chòngzuǐdàniǎo,Chungjéuidaaihníuh
734,,Yungoos,貓鼬少,猫鼬少,Māoyòushào,Māauyauhsiu
735,,Gumshoos,貓鼬探長,猫鼬探长,Māoyòutànzhǎng,Māauyauhtaamjéung
736,,Grubbin,強顎雞母蟲,强颚鸡母虫,Qiáng'èjīmǔchóng,Kèuhngngohkgāimóuhchùhng
737,,Charjabug,蟲電寶,虫电宝,Chóngdiànbǎo,Chùhngdihnbóu
738,,Vikavolt,鍬農炮蟲,锹农炮虫,Qiāonóngpàochóng,Chīunùhngpàauhchùhng
739,,Crabrawler,好勝蟹,好胜蟹,Hàoshèngxiè,Housingháaih
740,,Crabominable,好勝毛蟹,好胜毛蟹,Hàoshèngmáoxiè,Housingmòuhháaih
741,,Oricorio,花舞鳥,花舞鸟,Huāwǔniǎo,Fāmóuhníuh
742,,Cutiefly,萌虻,萌虻,Méngméng,Màhngmòhng
743,,Ribombee,蝶結萌虻,蝶结萌虻,Diéjiéméngméng,Dihpgitmàhngmòhng
744,,Rockruff,岩狗狗,岩狗狗,Yángǒugǒu,Ngàahmgáugáu
745,,Lycanroc,鬃岩狼人,鬃岩狼人,Zōngyánlángrén,Jūngngàahmlòhngyàhn
746,,Wishiwashi,弱丁魚,弱丁鱼,Ruòdīngyú,Yeuhkdīngyùh
747,,Mareanie,好壞星,好坏星,Hǎohuàixīng,Hóuwaaihsīng
748,,Toxapex,超壞星,超坏星,Chāohuàixīng,Chīuwaaihsīng
749,,Mudbray,泥驢仔,泥驴仔,Nílǘzǎi,Nàihlèuihjái
750,,Mudsdale,重泥挽馬,重泥挽马,Zhòngníwǎnmǎ,Chúhngnàihwáahnmáh
751,,Dewpider,滴蛛,滴蛛,Dīzhū,Dīkjyū
752,,Araquanid,滴蛛霸,滴蛛霸,Dīzhūbà,Dīkjyūba
753,,Fomantis,偽螳草,伪螳草,Wěitángcǎo,Ngaihtòhngchóu
754,,Lurantis,蘭螳花,兰螳花,Lántánghuā,Làahntòhngfā
755,,Morelull,睡睡菇,睡睡菇,Shuìshuìgū,Seuihseuihgū
756,,Shiinotic,燈罩夜菇,灯罩夜菇,Dēngzhàoyègū,Dāngjaauyehgū
757,,Salandit,夜盜火蜥,夜盗火蜥,Yèdàohuǒxī,Yehdouhfósīk
758,,Salazzle,焰后蜥,焰后蜥,Yànhòuxī,Yihmhauhsīk
759,,Stufful,童偶熊,童偶熊,Tóng'ǒuxióng,Tùhngngáuhhùhng
760,,Bewear,穿著熊,穿着熊,Chuānzhuóxióng,Chyūnjeukhùhng
761,,Bounsweet,甜竹竹,甜竹竹,Tiánzhúzhú,Tìhmjūkjūk
762,,Steenee,甜舞妮,甜舞妮,Tiánwǔní;,
"Tiánwǔnī""",Tìhmmóuhnèih,,,,,
763,,Tsareena,甜冷美后,甜冷美后,Tiánlěngměihòu,Tìhmláahngméihhauh
764,,Comfey,花療環環,花疗环环,Huāliáohuánhuán,Fālìuhwàahnwàahn
765,,Oranguru,智揮猩,智挥猩,Zhìhuīxīng,Jifāisīng
766,,Passimian,投擲猴,投掷猴,Tóuzhíhóu;,
"Tóuzhìhóu""",Tàuhjaahkhàuh,,,,,
767,,Wimpod,膽小蟲,胆小虫,Dǎnxiǎochóng,Dáamsíuchùhng
768,,Golisopod,具甲武者,具甲武者,Jùjiǎwǔzhě,Geuihgaapmóuhjé
769,,Sandygast,沙丘娃,沙丘娃,Shāqiūwá,Sāyāuwā
770,,Palossand,噬沙堡爺,噬沙堡爷,Shìshābǎoyé,Saihsābóuyèh
771,,Pyukumuku,拳海參,拳海参,Quánhǎishēn,Kyùhnhóisām
772,,Type: Null,屬性：空,属性：空,Shǔxìng: Kōng,Suhksing: Hūng
773,,Silvally,銀伴戰獸,银伴战兽,Yínbànzhànshòu,Ngàhnbuhnjinsau
774,,Minior,小隕星,小陨星,Xiǎoyǔnxīng,Síuwáhnsīng
775,,Komala,樹枕尾熊,树枕尾熊,Shùzhěnwěixióng,Syuhjámméihhùhng
776,,Turtonator,爆焰龜獸,爆焰龟兽,Bàoyànguīshòu,Baauyihmgwāisau
777,,Togedemaru,托戈德瑪爾,托戈德玛尔,Tuōgēdémǎ'ěr,Tokgōdākmáhyíh
778,,Mimikyu,謎擬Ｑ,谜拟丘,Mínǐ-Q;,
"Mínǐqiū""",Màihyíh-Q,,,,,
779,,Bruxish,磨牙彩皮魚,磨牙彩皮鱼,Móyácǎipíyú,Mòhngàhchóipèihyùh
780,,Drampa,老翁龍,老翁龙,Lǎowēnglóng,Lóuhyūnglùhng
781,,Dhelmise,破破舵輪,破破舵轮,Pòpòduòlún,Popotòhlèuhn
782,,Jangmo-o,心鱗寶,心鳞宝,Xīnlínbǎo,Sāmlèuhnbóu
783,,Hakamo-o,鱗甲龍,鳞甲龙,Línjiǎlóng,Lèuhngaaplùhng
784,,Kommo-o,杖尾鱗甲龍,杖尾鳞甲龙,Zhàngwěilínjiǎlóng,Jeuhngméihlèuhngaaplùhng
785,,Tapu Koko,卡璞・鳴鳴,卡璞・鸣鸣,Kǎpú Míngmíng,Kāpok Mìhngmìhng
786,,Tapu Lele,卡璞・蝶蝶,卡璞・蝶蝶,Kǎpú Diédié,Kāpok Dihpdihp
787,,Tapu Bulu,卡璞・哞哞,卡璞・哞哞,Kǎpú Mōumōu,Kāpok Màuhmàuh
788,,Tapu Fini,卡璞・鰭鰭,卡璞・鳍鳍,Kǎpú Qíqí,Kāpok Kèihkèih
789,,Cosmog,科斯莫古,科斯莫古,Kēsīmògǔ,Fōsīmohkgú
790,,Cosmoem,科斯莫姆,科斯莫姆,Kēsīmòmǔ,Fōsīmohkmóuh
791,,Solgaleo,索爾迦雷歐,索尔迦雷欧,Suǒ'ěrjiāléi'ōu,Sok'yíhgālèuih'āu
792,,Lunala,露奈雅拉,露奈雅拉,Lùnàiyǎlā,Louhnoihngáhlāai
793,,Nihilego,虛吾伊德,虚吾伊德,Xūwúyīdé,Hēui'nghyīdāk
794,,Buzzwole,爆肌蚊,爆肌蚊,Bàojīwén,Baaugēimān
795,,Pheromosa,費洛美螂,费洛美螂,Fèiluòměiláng,Failokméihlòhng
796,,Xurkitree,電束木,电束木,Diànshùmù,Dihnchūkmuhk
797,,Celesteela,鐵火輝夜,铁火辉夜,Tiěhuǒhuīyè,Titfófāiyeh
798,,Kartana,紙御劍,纸御剑,Zhǐyùjiàn,Jíyuhgim
799,,Guzzlord,惡食大王,恶食大王,Èshídàwáng,Oksihkdaaihwòhng
800,,Necrozma,奈克洛茲瑪,奈克洛兹玛,Nàikèluòzīmǎ,Noihhāklokjīmá
801,,Magearna,瑪機雅娜,玛机雅娜,Mǎjīyǎnà,Máhgēingáhnàh
802,,Marshadow,瑪夏多,玛夏多,Mǎxiàduō,Máhahdō
803,,Poipole,毒貝比,毒贝比,Dúbèibǐ,Duhkbuibéi
804,,Naganadel,四顎針龍,四颚针龙,Sì'èzhēnlóng,Sei'ngohkjāmlùhng
805,,Stakataka,壘磊石,垒磊石,Lěilěishí,Léuihléuihsehk
806,,Blacephalon,砰頭小丑,砰头小丑,Pēngtóuxiǎochǒu,Pīngtàuhsíucháu
807,,Zeraora,捷拉奧拉,捷拉奥拉,Jiélā'àolā,Jihtlāai'oulāai
808,,Meltan,美錄坦,美录坦,Měilùtǎn,Méihluhktáan
809,,Melmetal,美錄梅塔,美录梅塔,Měilùméitǎ,Méihluhkmùihtaap
810,,Grookey,敲音猴,敲音猴,Qiāoyīnhóu,Hāauyāmhàuh
811,,Thwackey,啪咚猴,啪咚猴,Pādōnghóu,Pāakdūnghàuh
812,,Rillaboom,轟擂金剛猩,轰擂金刚猩,Hōngléijīngāngxīng,Gwānglèuihgāmgōngsīng
813,,Scorbunny,炎兔兒,炎兔儿,Yántù'er,Yìhmtouyìh
814,,Raboot,騰蹴小將,腾蹴小将,Téngcùxiǎojiàng,Tàhngjūksíujeung
815,,Cinderace,閃焰王牌,闪焰王牌,Shǎnyànwángpái,Símyihmwòhngpáai
816,,Sobble,淚眼蜥,泪眼蜥,Lèiyǎnxī,Leuih'ngáahnsīk
817,,Drizzile,變澀蜥,变涩蜥,Biànsèxī,Binsaapsīk
818,,Inteleon,千面避役,千面避役,Qiānmiànbìyì,Chīnmihnbeihyihk
819,,Skwovet,貪心栗鼠,贪心栗鼠,Tānxīnlìshǔ,Tāamsāmleuhtsyú
820,,Greedent,藏飽栗鼠,藏饱栗鼠,Cángbǎolìshǔ,Chòhngbáauleuhtsyú
821,,Rookidee,稚山雀,稚山雀,Zhìshānquè,Jihsāanjéuk
822,,Corvisquire,藍鴉,蓝鸦,Lányā,Làahm'ā
823,,Corviknight,鋼鎧鴉,钢铠鸦,Gāngkǎiyā,Gonghói'ā
824,,Blipbug,索偵蟲,索侦虫,Suǒzhēnchóng,Sokjīngchùhng
825,,Dottler,天罩蟲,天罩虫,Tiānzhàochóng,Tīnjaauchùhng
826,,Orbeetle,以歐路普,以欧路普,Yǐ'ōulùpǔ,Yíh'āulouhpóu
827,,Nickit,偷兒狐,狡小狐,Tōu'erhú;,
"Jiǎoxiǎohú""",Tāuyìhwùh,,,,,
828,,Thievul,狐大盜,猾大狐,Húdàdào;,
"Huádàhú""",Wùhdaaihdouh,,,,,
829,,Gossifleur,幼棉棉,幼棉棉,Yòumiánmián,Yaumìhnmìhn
830,,Eldegoss,白蓬蓬,白蓬蓬,Báipéngpéng,Baahkpùhngpùhng
831,,Wooloo,毛辮羊,毛辫羊,Máobiànyáng,Mòuhbīnyèuhng
832,,Dubwool,毛毛角羊,毛毛角羊,Máomáojiǎoyáng,Mòuhmòuhgokyèuhng
833,,Chewtle,咬咬龜,咬咬龟,Yǎoyǎoguī,Ngáauhngáauhgwāi
834,,Drednaw,暴噬龜,暴噬龟,Bàoshìguī,Bouhsaihgwāi
835,,Yamper,來電汪,来电汪,Láidiànwāng,Lòihdihnwōng
836,,Boltund,逐電犬,逐电犬,Zhúdiànquǎn,Juhkdihnhyún
837,,Rolycoly,小炭仔,小炭仔,Xiǎotànzǎi,Síutaanjái
838,,Carkol,大炭車,大炭车,Dàtànchē,Daaihtaanchē
839,,Coalossal,巨炭山,巨炭山,Jùtànshān,Geuihtaansāan
840,,Applin,啃果蟲,啃果虫,Kěnguǒchóng,Hánggwóchùhng
841,,Flapple,蘋裹龍,苹裹龙,Píngguǒlóng,Pìhnggwólùhng
842,,Appletun,豐蜜龍,丰蜜龙,Fēngmìlóng,Fūngmahtlùhng
843,,Silicobra,沙包蛇,沙包蛇,Shābāoshé,Sābāausèh
844,,Sandaconda,沙螺蟒,沙螺蟒,Shāluómǎng,Sālòhmóhng
845,,Cramorant,古月鳥,古月鸟,Gǔyuèniǎo,Gúyuhtníuh
846,,Arrokuda,刺梭魚,刺梭鱼,Cìsuōyú,Chisōyùh
847,,Barraskewda,戽斗尖梭,戽斗尖梭,Hùdǒujiānsuō,Fudáujīmsō
848,,Toxel,毒電嬰,电音婴,Dúdiànyīng;,
"Diànyīnyīng""",Duhkdihnyīng,,,,,
849,,Toxtricity,顫弦蠑螈,颤弦蝾螈,Chànxiánróngyuán,Jinyìhnwìhngyùhn
850,,Sizzlipede,燒火蚣,烧火蚣,Shāohuǒgōng,Sīufógūng
851,,Centiskorch,焚焰蚣,焚焰蚣,Fényàngōng,Fàhnyihmgūng
852,,Clobbopus,拳拳蛸,拳拳蛸,Quánquánxiāo,Kyùhnkyùhnsīu
853,,Grapploct,八爪武師,八爪武师,Bāzhuǎwǔshī,Baatjáaumóuhsī
854,,Sinistea,來悲茶,来悲茶,Láibēichá,Lòihbēichàh
855,,Polteageist,怖思壺,怖思壶,Bùsīhú,Bousīwùh
856,,Hatenna,迷布莉姆,迷布莉姆,Míbùlìmǔ,Màihbouleihmóuh
857,,Hattrem,提布莉姆,提布莉姆,Tíbùlìmǔ,Tàihbouleihmóuh
858,,Hatterene,布莉姆溫,布莉姆温,Bùlìmǔwēn,Bouleihmóuhwān
859,,Impidimp,搗蛋小妖,捣蛋小妖,Dǎodànxiǎoyāo,Dóudáansíuyíu
860,,Morgrem,詐唬魔,诈唬魔,Zhàhǔmó,Jafúmō
861,,Grimmsnarl,長毛巨魔,长毛巨魔,Chángmáojùmó,Chèuhngmòuhgeuihmō
862,,Obstagoon,堵攔熊,堵拦熊,Dǔlánxióng,Dóulàahnhùhng
863,,Perrserker,喵頭目,喵头目,Miāotóumù,Mīutàuhmuhk
864,,Cursola,魔靈珊瑚,魔灵珊瑚,Mólíngshānhú,Mōlìhngsāanwùh
865,,Sirfetch'd,蔥遊兵,葱游兵,Cōngyóubīng,Chūngyàuhbīng
866,,Mr. Rime,踏冰人偶,踏冰人偶,Tàbīngrén'ǒu,Daahpbīngyàhnngáuh
867,,Runerigus,死神板,迭失板,Sǐshénbǎn;,
"Diéshībǎn""",Séisàhnbáan,,,,,
868,,Milcery,小仙奶,小仙奶,Xiǎoxiānnǎi,Síusīnnáaih
869,,Alcremie,霜奶仙,霜奶仙,Shuāngnǎixiān,Sēungnáaihsīn
870,,Falinks,列陣兵,列阵兵,Lièzhènbīng,Lihtjahnbīng
871,,Pincurchin,啪嚓海膽,啪嚓海胆,Pācāhǎidǎn,Pāakchaathóidáam
872,,Snom,雪吞蟲,雪吞虫,Xuětūnchóng,Syuttānchùhng
873,,Frosmoth,雪絨蛾,雪绒蛾,Xuěróng'é,Syutyùhngngòh
874,,Stonjourner,巨石丁,巨石丁,Jùshídīng,Geuihsehkdīng
875,,Eiscue,冰砌鵝,冰砌鹅,Bīngqì'é,Bīngchaingòh
876,,Indeedee,愛管侍,爱管侍,Àiguǎnshì,Oigúnsih
877,,Morpeko,莫魯貝可,莫鲁贝可,Mòlǔbèikě,Mohklóuhbuihó
878,,Cufant,銅象,铜象,Tóngxiàng,Tùhngjeuhng
879,,Copperajah,大王銅象,大王铜象,Dàwángtóngxiàng,Daaihwòhngtùhngjeuhng
880,,Dracozolt,雷鳥龍,雷鸟龙,Léiniǎolóng,Lèuihníuhlùhng
881,,Arctozolt,雷鳥海獸,雷鸟海兽,Léiniǎohǎishòu,Lèuihníuhhóisau
882,,Dracovish,鰓魚龍,鳃鱼龙,Sāiyúlóng,Sōiyùhlùhng
883,,Arctovish,鰓魚海獸,鳃鱼海兽,Sāiyúhǎishòu,Sōiyùhhóisau
884,,Duraludon,鋁鋼龍,铝钢龙,Lǚgānglóng,Léuihgonglùhng
885,,Dreepy,多龍梅西亞,多龙梅西亚,Duōlóngméixīyǎ,Dōlùhngmùihsāi'a
886,,Drakloak,多龍奇,多龙奇,Duōlóngqí,Dōlùhngkèih
887,,Dragapult,多龍巴魯托,多龙巴鲁托,Duōlóngbālǔtuō,Dōlùhngbālóuhtok
888,,Zacian,蒼響,苍响,Cāngxiǎng,Chōnghéung
889,,Zamazenta,藏瑪然特,藏玛然特,Zàngmǎrántè,Johngmáhyìhndahk
890,,Eternatus,無極汰那,无极汰那,Wújítàinà,Mòuhgihktaaináh
891,,Kubfu,熊徒弟,熊徒弟,Xióngtúdì,Hùhngtòuhdái
892,,Urshifu,武道熊師,武道熊师,Wǔdàoxióngshī,Móuhdouhhùhngsī
893,,Zarude,薩戮德,萨戮德,Sàlùdé,Saatluhkdāk
894,,Regieleki,雷吉艾勒奇,雷吉艾勒奇,Léijí'àilèqí,Lèuihgātngaaihlahkkèih
895,,Regidrago,雷吉鐸拉戈,雷吉铎拉戈,Léijíduólāgē,Lèuihgātdohklāaigwō
896,,Glastrier,雪暴馬,雪暴马,Xuěbàomǎ,Syutbouhmáh
897,,Spectrier,靈幽馬,灵幽马,Língyōumǎ,Lìhngyāumáh
898,,Calyrex,蕾冠王,蕾冠王,Lěiguànwáng,Léuihgunwòhng
899,,Wyrdeer,詭角鹿,诡角鹿,Guǐjiǎolù,Gwáigokluhk
900,,Kleavor,劈斧螳螂,劈斧螳螂,Pīfǔtángláng,Pekfútòhnglòhng
901,,Ursaluna,月月熊,月月熊,Yuèyuèxióng,Yuhtyuhthùhng
902,,Basculegion,幽尾玄魚,幽尾玄鱼,Yōuwěixuányú,Yāuméihyùhnyùh
903,,Sneasler,大狃拉,大狃拉,Dàniǔlā,Daaihnáulāai
904,,Overqwil,萬針魚,万针鱼,Wànzhēnyú,Maahnjāmyùh
905,,Enamorus,眷戀雲,眷恋云,Juànliànyún,Gyunlyúnwàhn